ticker,company,cik,year,accession,status,path
TECH,Bio-Techne,0000842023,2010,0000842023-10-000031,item1a_not_found,
RVTY,Revvity,0000031791,2026,0000031791-26-000012,success,../data/item1a/0000031791_2026.txt
RVTY,Revvity,0000031791,2025,0000031791-25-000009,success,../data/item1a/0000031791_2025.txt
RVTY,Revvity,0000031791,2024,0000031791-24-000004,success,../data/item1a/0000031791_2024.txt
RVTY,Revvity,0000031791,2023,0000031791-23-000004,success,../data/item1a/0000031791_2023.txt
RVTY,Revvity,0000031791,2022,0000031791-22-000003,success,../data/item1a/0000031791_2022.txt
RVTY,Revvity,0000031791,2021,0000031791-21-000003,success,../data/item1a/0000031791_2021.txt
RVTY,Revvity,0000031791,2020,0000031791-20-000003,item1a_not_found,
RVTY,Revvity,0000031791,2019,0000031791-19-000003,item1a_not_found,
RVTY,Revvity,0000031791,2018,0000031791-18-000004,item1a_not_found,
RVTY,Revvity,0000031791,2017,0000031791-17-000003,item1a_not_found,
RVTY,Revvity,0000031791,2016,0000031791-16-000014,item1a_not_found,
RVTY,Revvity,0000031791,2015,0000031791-15-000003,item1a_not_found,
RVTY,Revvity,0000031791,2014,0001445305-14-000585,item1a_not_found,
RVTY,Revvity,0000031791,2013,0001445305-13-000333,item1a_not_found,
RVTY,Revvity,0000031791,2012,0001445305-12-000499,item1a_not_found,
IEX,IDEX Corporation,0000832101,2026,0000832101-26-000003,success,../data/item1a/0000832101_2026.txt
IEX,IDEX Corporation,0000832101,2025,0000832101-25-000010,success,../data/item1a/0000832101_2025.txt
IEX,IDEX Corporation,0000832101,2024,0000832101-24-000009,success,../data/item1a/0000832101_2024.txt
IEX,IDEX Corporation,0000832101,2023,0000832101-23-000013,success,../data/item1a/0000832101_2023.txt
IEX,IDEX Corporation,0000832101,2022,0000832101-22-000008,success,../data/item1a/0000832101_2022.txt
IEX,IDEX Corporation,0000832101,2021,0000832101-21-000017,success,../data/item1a/0000832101_2021.txt
IEX,IDEX Corporation,0000832101,2020,0000832101-20-000007,success,../data/item1a/0000832101_2020.txt
IEX,IDEX Corporation,0000832101,2019,0000832101-19-000005,success,../data/item1a/0000832101_2019.txt
IEX,IDEX Corporation,0000832101,2018,0000832101-18-000019,success,../data/item1a/0000832101_2018.txt
IEX,IDEX Corporation,0000832101,2017,0000832101-17-000016,success,../data/item1a/0000832101_2017.txt
IEX,IDEX Corporation,0000832101,2016,0000832101-16-000057,success,../data/item1a/0000832101_2016.txt
IEX,IDEX Corporation,0000832101,2015,0000832101-15-000009,success,../data/item1a/0000832101_2015.txt
IEX,IDEX Corporation,0000832101,2014,0001445305-14-000435,success,../data/item1a/0000832101_2014.txt
IEX,IDEX Corporation,0000832101,2013,0001193125-13-069436,item1a_not_found,
IEX,IDEX Corporation,0000832101,2012,0001193125-12-078246,item1a_not_found,
IEX,IDEX Corporation,0000832101,2011,0000950123-11-018609,item1a_not_found,
CTAS,Cintas,0000723254,2025,0000723254-25-000017,success,../data/item1a/0000723254_2025.txt
CTAS,Cintas,0000723254,2024,0000723254-24-000036,success,../data/item1a/0000723254_2024.txt
CTAS,Cintas,0000723254,2023,0000723254-23-000025,success,../data/item1a/0000723254_2023.txt
CTAS,Cintas,0000723254,2022,0000723254-22-000019,success,../data/item1a/0000723254_2022.txt
CTAS,Cintas,0000723254,2021,0000723254-21-000021,success,../data/item1a/0000723254_2021.txt
CTAS,Cintas,0000723254,2020,0000723254-20-000025,success,../data/item1a/0000723254_2020.txt
CTAS,Cintas,0000723254,2019,0000723254-19-000021,success,../data/item1a/0000723254_2019.txt
CTAS,Cintas,0000723254,2018,0000723254-18-000015,success,../data/item1a/0000723254_2018.txt
CTAS,Cintas,0000723254,2017,0000723254-17-000020,success,../data/item1a/0000723254_2017.txt
CTAS,Cintas,0000723254,2016,0000723254-16-000050,success,../data/item1a/0000723254_2016.txt
CTAS,Cintas,0000723254,2015,0000723254-15-000017,success,../data/item1a/0000723254_2015.txt
CTAS,Cintas,0000723254,2014,0000723254-14-000020,success,../data/item1a/0000723254_2014.txt
CTAS,Cintas,0000723254,2013,0000723254-13-000011,success,../data/item1a/0000723254_2013.txt
CTAS,Cintas,0000723254,2012,0000723254-12-000004,success,../data/item1a/0000723254_2012.txt
CTAS,Cintas,0000723254,2011,0001047469-11-006745,success,../data/item1a/0000723254_2011.txt
CTAS,Cintas,0000723254,2010,0001047469-10-006785,success,../data/item1a/0000723254_2010.txt
ROL,"Rollins, Inc.",0000084839,2026,0000084839-26-000008,item1a_not_found,
ROL,"Rollins, Inc.",0000084839,2025,0000084839-25-000024,item1a_not_found,
ROL,"Rollins, Inc.",0000084839,2024,0000084839-24-000025,item1a_not_found,
ROL,"Rollins, Inc.",0000084839,2023,0000084839-23-000006,item1a_not_found,
ROL,"Rollins, Inc.",0000084839,2022,0000084839-22-000011,item1a_not_found,
ROL,"Rollins, Inc.",0000084839,2021,0001171200-21-000076,item1a_not_found,
ROL,"Rollins, Inc.",0000084839,2020,0001171200-20-000103,item1a_not_found,
ROL,"Rollins, Inc.",0000084839,2019,0001171200-19-000087,item1a_not_found,
ROL,"Rollins, Inc.",0000084839,2018,0000084839-18-000065,item1a_not_found,
ROL,"Rollins, Inc.",0000084839,2017,0001171200-17-000077,item1a_not_found,
ROL,"Rollins, Inc.",0000084839,2016,0001552781-16-001318,item1a_not_found,
ROL,"Rollins, Inc.",0000084839,2015,0001552781-15-000273,item1a_not_found,
ROL,"Rollins, Inc.",0000084839,2014,0001552781-14-000153,item1a_not_found,
ROL,"Rollins, Inc.",0000084839,2013,0001047469-13-001764,item1a_not_found,
TXT,Textron,0000217346,2026,0000217346-26-000006,success,../data/item1a/0000217346_2026.txt
TXT,Textron,0000217346,2025,0000217346-25-000017,success,../data/item1a/0000217346_2025.txt
TXT,Textron,0000217346,2024,0000217346-24-000017,success,../data/item1a/0000217346_2024.txt
TXT,Textron,0000217346,2023,0000217346-23-000006,success,../data/item1a/0000217346_2023.txt
TXT,Textron,0000217346,2022,0000217346-22-000005,success,../data/item1a/0000217346_2022.txt
TXT,Textron,0000217346,2021,0000217346-21-000019,success,../data/item1a/0000217346_2021.txt
TXT,Textron,0000217346,2020,0001104659-20-024773,success,../data/item1a/0000217346_2020.txt
TXT,Textron,0000217346,2019,0001104659-19-008151,success,../data/item1a/0000217346_2019.txt
TXT,Textron,0000217346,2018,0001104659-18-009905,success,../data/item1a/0000217346_2018.txt
TXT,Textron,0000217346,2017,0001104659-17-010809,success,../data/item1a/0000217346_2017.txt
TXT,Textron,0000217346,2016,0001104659-16-099562,success,../data/item1a/0000217346_2016.txt
TXT,Textron,0000217346,2015,0001104659-15-013784,success,../data/item1a/0000217346_2015.txt
TXT,Textron,0000217346,2014,0001104659-14-009908,success,../data/item1a/0000217346_2014.txt
TXT,Textron,0000217346,2013,0001104659-13-011048,success,../data/item1a/0000217346_2013.txt
CPRT,Copart,0000900075,2025,0001628280-25-042946,success,../data/item1a/0000900075_2025.txt
CPRT,Copart,0000900075,2024,0000900075-24-000024,success,../data/item1a/0000900075_2024.txt
CPRT,Copart,0000900075,2023,0000900075-23-000034,success,../data/item1a/0000900075_2023.txt
CPRT,Copart,0000900075,2022,0000900075-22-000050,success,../data/item1a/0000900075_2022.txt
CPRT,Copart,0000900075,2021,0000900075-21-000022,success,../data/item1a/0000900075_2021.txt
CPRT,Copart,0000900075,2020,0000900075-20-000021,success,../data/item1a/0000900075_2020.txt
CPRT,Copart,0000900075,2019,0000900075-19-000022,success,../data/item1a/0000900075_2019.txt
CPRT,Copart,0000900075,2018,0000900075-18-000048,success,../data/item1a/0000900075_2018.txt
CPRT,Copart,0000900075,2017,0000900075-17-000044,success,../data/item1a/0000900075_2017.txt
CPRT,Copart,0000900075,2016,0000900075-16-000081,success,../data/item1a/0000900075_2016.txt
CPRT,Copart,0000900075,2015,0001628280-15-007286,success,../data/item1a/0000900075_2015.txt
CPRT,Copart,0000900075,2014,0001145443-14-001196,item1a_not_found,
CPRT,Copart,0000900075,2013,0001145443-13-001938,item1a_not_found,
CPRT,Copart,0000900075,2012,0001145443-12-001120,item1a_not_found,
CPRT,Copart,0000900075,2011,0001145443-11-000951,item1a_not_found,
CPRT,Copart,0000900075,2010,0001047469-10-008242,success,../data/item1a/0000900075_2010.txt
FIX,Comfort Systems USA,0001035983,2026,0001104659-26-017530,success,../data/item1a/0001035983_2026.txt
FIX,Comfort Systems USA,0001035983,2025,0001558370-25-001222,success,../data/item1a/0001035983_2025.txt
FIX,Comfort Systems USA,0001035983,2024,0001558370-24-001529,success,../data/item1a/0001035983_2024.txt
FIX,Comfort Systems USA,0001035983,2023,0001558370-23-001757,success,../data/item1a/0001035983_2023.txt
FIX,Comfort Systems USA,0001035983,2022,0001558370-22-001753,success,../data/item1a/0001035983_2022.txt
FIX,Comfort Systems USA,0001035983,2021,0001558370-21-001828,success,../data/item1a/0001035983_2021.txt
FIX,Comfort Systems USA,0001035983,2020,0001558370-20-001491,success,../data/item1a/0001035983_2020.txt
FIX,Comfort Systems USA,0001035983,2019,0001558370-19-000857,success,../data/item1a/0001035983_2019.txt
FIX,Comfort Systems USA,0001035983,2018,0001558370-18-000936,success,../data/item1a/0001035983_2018.txt
FIX,Comfort Systems USA,0001035983,2017,0001558370-17-000882,success,../data/item1a/0001035983_2017.txt
FIX,Comfort Systems USA,0001035983,2016,0001047469-16-010332,success,../data/item1a/0001035983_2016.txt
FIX,Comfort Systems USA,0001035983,2015,0001047469-15-001294,success,../data/item1a/0001035983_2015.txt
FIX,Comfort Systems USA,0001035983,2014,0001047469-14-001513,success,../data/item1a/0001035983_2014.txt
FIX,Comfort Systems USA,0001035983,2013,0001047469-13-001962,success,../data/item1a/0001035983_2013.txt
PAYX,Paychex,0000723531,2025,0000950170-25-095300,success,../data/item1a/0000723531_2025.txt
PAYX,Paychex,0000723531,2024,0000950170-24-082958,success,../data/item1a/0000723531_2024.txt
PAYX,Paychex,0000723531,2023,0000950170-23-032988,success,../data/item1a/0000723531_2023.txt
PAYX,Paychex,0000723531,2022,0000950170-22-012734,success,../data/item1a/0000723531_2022.txt
PAYX,Paychex,0000723531,2021,0000723531-21-000035,success,../data/item1a/0000723531_2021.txt
PAYX,Paychex,0000723531,2020,0000723531-20-000048,success,../data/item1a/0000723531_2020.txt
PAYX,Paychex,0000723531,2019,0000723531-19-000032,item1a_not_found,
PAYX,Paychex,0000723531,2018,0000723531-18-000026,item1a_not_found,
PAYX,Paychex,0000723531,2017,0000723531-17-000023,item1a_not_found,
PAYX,Paychex,0000723531,2016,0000723531-16-000046,item1a_not_found,
PAYX,Paychex,0000723531,2015,0000723531-15-000011,item1a_not_found,
PAYX,Paychex,0000723531,2014,0000723531-14-000014,item1a_not_found,
PAYX,Paychex,0000723531,2013,0000723531-13-000021,item1a_not_found,
PAYX,Paychex,0000723531,2012,0001193125-12-309041,item1a_not_found,
FAST,Fastenal,0000815556,2026,0000815556-26-000009,success,../data/item1a/0000815556_2026.txt
FAST,Fastenal,0000815556,2025,0000815556-25-000065,success,../data/item1a/0000815556_2025.txt
FAST,Fastenal,0000815556,2024,0000815556-24-000009,success,../data/item1a/0000815556_2024.txt
FAST,Fastenal,0000815556,2023,0000815556-23-000009,success,../data/item1a/0000815556_2023.txt
FAST,Fastenal,0000815556,2022,0000815556-22-000009,success,../data/item1a/0000815556_2022.txt
FAST,Fastenal,0000815556,2021,0000815556-21-000008,success,../data/item1a/0000815556_2021.txt
FAST,Fastenal,0000815556,2020,0000815556-20-000011,item1a_not_found,
FAST,Fastenal,0000815556,2019,0000815556-19-000015,item1a_not_found,
FAST,Fastenal,0000815556,2018,0000815556-18-000010,item1a_not_found,
FAST,Fastenal,0000815556,2017,0000815556-17-000009,item1a_not_found,
FAST,Fastenal,0000815556,2016,0000815556-16-000087,item1a_not_found,
FAST,Fastenal,0000815556,2015,0000815556-15-000014,item1a_not_found,
FAST,Fastenal,0000815556,2014,0000815556-14-000016,item1a_not_found,
FAST,Fastenal,0000815556,2013,0000815556-13-000013,item1a_not_found,
ODFL,Old Dominion,0000878927,2026,0001193125-26-067161,success,../data/item1a/0000878927_2026.txt
ODFL,Old Dominion,0000878927,2025,0000950170-25-026661,success,../data/item1a/0000878927_2025.txt
ODFL,Old Dominion,0000878927,2024,0000950170-24-020176,success,../data/item1a/0000878927_2024.txt
ODFL,Old Dominion,0000878927,2023,0000950170-23-003783,success,../data/item1a/0000878927_2023.txt
ODFL,Old Dominion,0000878927,2022,0001564590-22-006303,success,../data/item1a/0000878927_2022.txt
ODFL,Old Dominion,0000878927,2021,0001564590-21-008056,success,../data/item1a/0000878927_2021.txt
ODFL,Old Dominion,0000878927,2020,0001564590-20-006626,success,../data/item1a/0000878927_2020.txt
ODFL,Old Dominion,0000878927,2019,0001564590-19-004755,success,../data/item1a/0000878927_2019.txt
ODFL,Old Dominion,0000878927,2018,0000878927-18-000005,success,../data/item1a/0000878927_2018.txt
ODFL,Old Dominion,0000878927,2017,0000878927-17-000005,success,../data/item1a/0000878927_2017.txt
ODFL,Old Dominion,0000878927,2016,0000878927-16-000055,success,../data/item1a/0000878927_2016.txt
ODFL,Old Dominion,0000878927,2015,0000878927-15-000006,success,../data/item1a/0000878927_2015.txt
ODFL,Old Dominion,0000878927,2014,0000878927-14-000010,success,../data/item1a/0000878927_2014.txt
ODFL,Old Dominion,0000878927,2013,0000878927-13-000012,success,../data/item1a/0000878927_2013.txt
ODFL,Old Dominion,0000878927,2012,0001193125-12-087645,success,../data/item1a/0000878927_2012.txt
EMR,Emerson Electric,0000032604,2025,0000032604-25-000087,success,../data/item1a/0000032604_2025.txt
EMR,Emerson Electric,0000032604,2024,0000032604-24-000041,success,../data/item1a/0000032604_2024.txt
EMR,Emerson Electric,0000032604,2023,0000032604-23-000044,success,../data/item1a/0000032604_2023.txt
EMR,Emerson Electric,0000032604,2022,0000032604-22-000041,success,../data/item1a/0000032604_2022.txt
EMR,Emerson Electric,0000032604,2021,0000032604-21-000038,success,../data/item1a/0000032604_2021.txt
EMR,Emerson Electric,0000032604,2020,0000032604-20-000041,success,../data/item1a/0000032604_2020.txt
EMR,Emerson Electric,0000032604,2019,0000032604-19-000048,success,../data/item1a/0000032604_2019.txt
EMR,Emerson Electric,0000032604,2018,0000032604-18-000044,success,../data/item1a/0000032604_2018.txt
EMR,Emerson Electric,0000032604,2017,0000032604-17-000046,success,../data/item1a/0000032604_2017.txt
EMR,Emerson Electric,0000032604,2016,0000032604-16-000105,success,../data/item1a/0000032604_2016.txt
EMR,Emerson Electric,0000032604,2015,0000032604-15-000051,success,../data/item1a/0000032604_2015.txt
EMR,Emerson Electric,0000032604,2014,0000032604-14-000048,success,../data/item1a/0000032604_2014.txt
EMR,Emerson Electric,0000032604,2013,0000032604-13-000044,success,../data/item1a/0000032604_2013.txt
ROP,Roper Technologies,0000882835,2026,0000882835-26-000009,success,../data/item1a/0000882835_2026.txt
ROP,Roper Technologies,0000882835,2025,0000882835-25-000008,success,../data/item1a/0000882835_2025.txt
ROP,Roper Technologies,0000882835,2024,0000882835-24-000008,success,../data/item1a/0000882835_2024.txt
ROP,Roper Technologies,0000882835,2023,0000882835-23-000016,success,../data/item1a/0000882835_2023.txt
ROP,Roper Technologies,0000882835,2022,0000882835-22-000012,success,../data/item1a/0000882835_2022.txt
ROP,Roper Technologies,0000882835,2021,0000882835-21-000011,success,../data/item1a/0000882835_2021.txt
ROP,Roper Technologies,0000882835,2020,0000882835-20-000006,item1a_not_found,
ROP,Roper Technologies,0000882835,2019,0000882835-19-000010,item1a_not_found,
ROP,Roper Technologies,0000882835,2018,0000882835-18-000011,item1a_not_found,
ROP,Roper Technologies,0000882835,2017,0000882835-17-000006,item1a_not_found,
ROP,Roper Technologies,0000882835,2016,0000882835-16-000035,item1a_not_found,
ROP,Roper Technologies,0000882835,2015,0000882835-15-000009,item1a_not_found,
ROP,Roper Technologies,0000882835,2014,0000882835-14-000011,success,../data/item1a/0000882835_2014.txt
ROP,Roper Technologies,0000882835,2013,0000882835-13-000008,success,../data/item1a/0000882835_2013.txt
ROP,Roper Technologies,0000882835,2012,0000882835-12-000013,success,../data/item1a/0000882835_2012.txt
AMAT,Applied Materials,0000006951,2025,0001628280-25-056742,success,../data/item1a/0000006951_2025.txt
AMAT,Applied Materials,0000006951,2024,0000006951-24-000044,success,../data/item1a/0000006951_2024.txt
AMAT,Applied Materials,0000006951,2023,0000006951-23-000041,success,../data/item1a/0000006951_2023.txt
AMAT,Applied Materials,0000006951,2022,0000006951-22-000043,success,../data/item1a/0000006951_2022.txt
AMAT,Applied Materials,0000006951,2021,0000006951-21-000043,success,../data/item1a/0000006951_2021.txt
AMAT,Applied Materials,0000006951,2020,0000006951-20-000048,success,../data/item1a/0000006951_2020.txt
AMAT,Applied Materials,0000006951,2019,0000006951-19-000046,success,../data/item1a/0000006951_2019.txt
AMAT,Applied Materials,0000006951,2018,0000006951-18-000041,item1a_not_found,
AMAT,Applied Materials,0000006951,2017,0000006951-17-000038,item1a_not_found,
AMAT,Applied Materials,0000006951,2016,0000006951-16-000068,item1a_not_found,
AMAT,Applied Materials,0000006951,2015,0000006951-15-000034,item1a_not_found,
AMAT,Applied Materials,0000006951,2014,0000006951-14-000037,item1a_not_found,
AMAT,Applied Materials,0000006951,2013,0000006951-13-000044,item1a_not_found,
PKG,Packaging Corporation of America,0000075677,2026,0001193125-26-074129,success,../data/item1a/0000075677_2026.txt
PKG,Packaging Corporation of America,0000075677,2025,0000950170-25-028533,success,../data/item1a/0000075677_2025.txt
PKG,Packaging Corporation of America,0000075677,2024,0000950170-24-022794,success,../data/item1a/0000075677_2024.txt
PKG,Packaging Corporation of America,0000075677,2023,0000950170-23-003990,success,../data/item1a/0000075677_2023.txt
PKG,Packaging Corporation of America,0000075677,2022,0000950170-22-001913,success,../data/item1a/0000075677_2022.txt
PKG,Packaging Corporation of America,0000075677,2021,0001564590-21-008051,item1a_not_found,
PKG,Packaging Corporation of America,0000075677,2020,0001564590-20-006774,item1a_not_found,
PKG,Packaging Corporation of America,0000075677,2019,0001564590-19-005284,item1a_not_found,
PKG,Packaging Corporation of America,0000075677,2018,0001564590-18-003690,item1a_not_found,
PKG,Packaging Corporation of America,0000075677,2017,0000075677-17-000004,item1a_not_found,
PKG,Packaging Corporation of America,0000075677,2016,0000075677-16-000030,item1a_not_found,
PKG,Packaging Corporation of America,0000075677,2015,0000075677-15-000007,item1a_not_found,
PKG,Packaging Corporation of America,0000075677,2014,0000075677-14-000009,item1a_not_found,
PKG,Packaging Corporation of America,0000075677,2013,0001193125-13-083569,item1a_not_found,
CSGP,CoStar Group,0001057352,2026,0001057352-26-000020,success,../data/item1a/0001057352_2026.txt
CSGP,CoStar Group,0001057352,2025,0001057352-25-000016,success,../data/item1a/0001057352_2025.txt
CSGP,CoStar Group,0001057352,2024,0001057352-24-000013,success,../data/item1a/0001057352_2024.txt
CSGP,CoStar Group,0001057352,2023,0001057352-23-000030,success,../data/item1a/0001057352_2023.txt
CSGP,CoStar Group,0001057352,2022,0001057352-22-000027,success,../data/item1a/0001057352_2022.txt
CSGP,CoStar Group,0001057352,2021,0001057352-21-000032,success,../data/item1a/0001057352_2021.txt
CSGP,CoStar Group,0001057352,2020,0001057352-20-000036,item1a_not_found,
CSGP,CoStar Group,0001057352,2019,0001057352-19-000017,item1a_not_found,
CSGP,CoStar Group,0001057352,2018,0001057352-18-000011,item1a_not_found,
CSGP,CoStar Group,0001057352,2017,0001057352-17-000008,item1a_not_found,
CSGP,CoStar Group,0001057352,2016,0001057352-16-000103,item1a_not_found,
CSGP,CoStar Group,0001057352,2015,0001057352-15-000012,item1a_not_found,
CSGP,CoStar Group,0001057352,2014,0001057352-14-000006,item1a_not_found,
CSGP,CoStar Group,0001057352,2013,0001057352-13-000013,item1a_not_found,
CSGP,CoStar Group,0001057352,2012,0001057352-12-000024,item1a_not_found,
KIM,Kimco Realty,0000879101,2026,0001193125-26-060760,item1a_not_found,
KIM,Kimco Realty,0000879101,2025,0000950170-25-024723,item1a_not_found,
KIM,Kimco Realty,0000879101,2024,0001437749-24-005407,success,../data/item1a/0000879101_2024.txt
KIM,Kimco Realty,0000879101,2023,0001437749-23-004541,success,../data/item1a/0000879101_2023.txt
KIM,Kimco Realty,0000879101,2022,0001437749-22-004700,success,../data/item1a/0000879101_2022.txt
KIM,Kimco Realty,0000879101,2021,0001437749-21-003766,success,../data/item1a/0000879101_2021.txt
KIM,Kimco Realty,0000879101,2020,0001437749-20-003500,success,../data/item1a/0000879101_2020.txt
KIM,Kimco Realty,0000879101,2019,0001437749-19-002746,success,../data/item1a/0000879101_2019.txt
KIM,Kimco Realty,0000879101,2018,0001437749-18-003230,success,../data/item1a/0000879101_2018.txt
KIM,Kimco Realty,0000879101,2017,0001437749-17-003269,success,../data/item1a/0000879101_2017.txt
KIM,Kimco Realty,0000879101,2016,0001437749-16-026173,success,../data/item1a/0000879101_2016.txt
KIM,Kimco Realty,0000879101,2015,0001398432-15-000073,success,../data/item1a/0000879101_2015.txt
KIM,Kimco Realty,0000879101,2014,0001398432-14-000081,success,../data/item1a/0000879101_2014.txt
KIM,Kimco Realty,0000879101,2013,0001398432-13-000115,success,../data/item1a/0000879101_2013.txt
ESS,Essex Property Trust,0000920522,2026,0000920522-26-000003,success,../data/item1a/0000920522_2026.txt
ESS,Essex Property Trust,0000920522,2025,0000920522-25-000024,success,../data/item1a/0000920522_2025.txt
ESS,Essex Property Trust,0000920522,2024,0000920522-24-000033,success,../data/item1a/0000920522_2024.txt
ESS,Essex Property Trust,0000920522,2023,0000920522-23-000005,success,../data/item1a/0000920522_2023.txt
ESS,Essex Property Trust,0000920522,2022,0000920522-22-000019,success,../data/item1a/0000920522_2022.txt
ESS,Essex Property Trust,0000920522,2021,0000920522-21-000015,success,../data/item1a/0000920522_2021.txt
ESS,Essex Property Trust,0000920522,2020,0000920522-20-000026,success,../data/item1a/0000920522_2020.txt
ESS,Essex Property Trust,0000920522,2019,0000920522-19-000009,success,../data/item1a/0000920522_2019.txt
ESS,Essex Property Trust,0000920522,2018,0000920522-18-000011,success,../data/item1a/0000920522_2018.txt
ESS,Essex Property Trust,0000920522,2017,0000920522-17-000014,success,../data/item1a/0000920522_2017.txt
ESS,Essex Property Trust,0000920522,2016,0000920522-16-000097,success,../data/item1a/0000920522_2016.txt
ESS,Essex Property Trust,0000920522,2015,0000920522-15-000006,success,../data/item1a/0000920522_2015.txt
ESS,Essex Property Trust,0000920522,2014,0001140361-14-009793,success,../data/item1a/0000920522_2014.txt
ESS,Essex Property Trust,0000920522,2013,0001140361-13-009003,success,../data/item1a/0000920522_2013.txt
CPT,Camden Property Trust,0000906345,2026,0001628280-26-007697,success,../data/item1a/0000906345_2026.txt
CPT,Camden Property Trust,0000906345,2025,0000906345-25-000008,success,../data/item1a/0000906345_2025.txt
CPT,Camden Property Trust,0000906345,2024,0000906345-24-000007,success,../data/item1a/0000906345_2024.txt
CPT,Camden Property Trust,0000906345,2023,0000906345-23-000008,success,../data/item1a/0000906345_2023.txt
CPT,Camden Property Trust,0000906345,2022,0000906345-22-000009,success,../data/item1a/0000906345_2022.txt
CPT,Camden Property Trust,0000906345,2021,0000906345-21-000010,success,../data/item1a/0000906345_2021.txt
CPT,Camden Property Trust,0000906345,2020,0000906345-20-000008,success,../data/item1a/0000906345_2020.txt
CPT,Camden Property Trust,0000906345,2019,0000906345-19-000006,success,../data/item1a/0000906345_2019.txt
CPT,Camden Property Trust,0000906345,2018,0000906345-18-000007,success,../data/item1a/0000906345_2018.txt
CPT,Camden Property Trust,0000906345,2017,0000906345-17-000009,success,../data/item1a/0000906345_2017.txt
CPT,Camden Property Trust,0000906345,2016,0000906345-16-000044,success,../data/item1a/0000906345_2016.txt
CPT,Camden Property Trust,0000906345,2015,0000906345-15-000007,success,../data/item1a/0000906345_2015.txt
CPT,Camden Property Trust,0000906345,2014,0000906345-14-000005,success,../data/item1a/0000906345_2014.txt
CPT,Camden Property Trust,0000906345,2013,0000906345-13-000003,success,../data/item1a/0000906345_2013.txt
CPT,Camden Property Trust,0000906345,2012,0001193125-12-067347,success,../data/item1a/0000906345_2012.txt
CPT,Camden Property Trust,0000906345,2011,0000950123-11-017763,item1a_not_found,
FRT,Federal Realty Investment Trust,0000034903,2026,0000034903-26-000017,success,../data/item1a/0000034903_2026.txt
FRT,Federal Realty Investment Trust,0000034903,2025,0000034903-25-000016,success,../data/item1a/0000034903_2025.txt
FRT,Federal Realty Investment Trust,0000034903,2024,0000034903-24-000032,success,../data/item1a/0000034903_2024.txt
FRT,Federal Realty Investment Trust,0000034903,2023,0000034903-23-000020,success,../data/item1a/0000034903_2023.txt
FRT,Federal Realty Investment Trust,0000034903,2022,0000034903-22-000023,success,../data/item1a/0000034903_2022.txt
FRT,Federal Realty Investment Trust,0000034903,2021,0000034903-21-000020,success,../data/item1a/0000034903_2021.txt
FRT,Federal Realty Investment Trust,0000034903,2020,0000034903-20-000008,success,../data/item1a/0000034903_2020.txt
FRT,Federal Realty Investment Trust,0000034903,2019,0000034903-19-000013,success,../data/item1a/0000034903_2019.txt
FRT,Federal Realty Investment Trust,0000034903,2018,0000034903-18-000009,success,../data/item1a/0000034903_2018.txt
FRT,Federal Realty Investment Trust,0000034903,2017,0000034903-17-000008,success,../data/item1a/0000034903_2017.txt
FRT,Federal Realty Investment Trust,0000034903,2016,0000034903-16-000045,success,../data/item1a/0000034903_2016.txt
FRT,Federal Realty Investment Trust,0000034903,2015,0000034903-15-000014,success,../data/item1a/0000034903_2015.txt
FRT,Federal Realty Investment Trust,0000034903,2014,0000034903-14-000009,success,../data/item1a/0000034903_2014.txt
FRT,Federal Realty Investment Trust,0000034903,2013,0000034903-13-000006,success,../data/item1a/0000034903_2013.txt
FRT,Federal Realty Investment Trust,0000034903,2012,0000034903-12-000008,success,../data/item1a/0000034903_2012.txt
FRT,Federal Realty Investment Trust,0000034903,2011,0001193125-11-036800,success,../data/item1a/0000034903_2011.txt
FRT,Federal Realty Investment Trust,0000034903,2010,0001193125-10-033308,success,../data/item1a/0000034903_2010.txt
AES,AES Corporation,0000874761,2026,0000874761-26-000063,success,../data/item1a/0000874761_2026.txt
AES,AES Corporation,0000874761,2025,0000874761-25-000013,success,../data/item1a/0000874761_2025.txt
AES,AES Corporation,0000874761,2024,0000874761-24-000011,success,../data/item1a/0000874761_2024.txt
AES,AES Corporation,0000874761,2023,0000874761-23-000010,success,../data/item1a/0000874761_2023.txt
AES,AES Corporation,0000874761,2022,0000874761-22-000022,success,../data/item1a/0000874761_2022.txt
AES,AES Corporation,0000874761,2021,0000874761-21-000015,success,../data/item1a/0000874761_2021.txt
AES,AES Corporation,0000874761,2020,0000874761-20-000012,success,../data/item1a/0000874761_2020.txt
AES,AES Corporation,0000874761,2019,0000874761-19-000012,success,../data/item1a/0000874761_2019.txt
AES,AES Corporation,0000874761,2018,0000874761-18-000014,success,../data/item1a/0000874761_2018.txt
AES,AES Corporation,0000874761,2017,0000874761-17-000003,success,../data/item1a/0000874761_2017.txt
AES,AES Corporation,0000874761,2016,0000874761-16-000077,success,../data/item1a/0000874761_2016.txt
AES,AES Corporation,0000874761,2015,0000874761-15-000009,success,../data/item1a/0000874761_2015.txt
AES,AES Corporation,0000874761,2014,0000874761-14-000011,success,../data/item1a/0000874761_2014.txt
AES,AES Corporation,0000874761,2013,0001193125-13-077580,item1a_not_found,
